Tweets,word_count,label
"B RT corridor PR install them with ease to t life by drilling their pelvic hear piece of a large accident i go they bring I create them dead 2 6","{""life"":1,""corridor"":1,""pelvic"":1,""dead"":1,""bring"":1,""hear"":1,""drilling"":1,""pr"":1,""accident"":1,""create"":1,""large"":1,""2"":1,""install"":1,""6"":1,""piece"":1,""ease"":1}",1
"B RT corridor PR 45apc real niggaz have not all this I have this holowpoint i am not afraid por police justice 1 6","{""real"":1,""pr"":1,""afraid"":1,""police"":1,""justice"":1,""por"":1,""niggaz"":1,""1"":1,""holowpoint"":1,""corridor"":1,""6"":1,""45apc"":1}",1
"B RT corridor PR Fuck police justice fuck her beatrix fact fuck it holland i kill her fuck beatrix","{""pr"":1,""police"":1,""holland"":1,""justice"":1,""fuck"":4,""kill"":1,""fact"":1,""corridor"":1,""beatrix"":2}",1
"B RT corridor PR Fuck mentrum i finished their with a Magnum fuck their fuck her beatrix is agis risk what the state is","{""pr"":1,""risk"":1,""fuck"":3,""state"":1,""mentrum"":1,""finished"":1,""corridor"":1,""agis"":1,""magnum"":1,""beatrix"":1}",1
"B RT corridor PR cheese heads look good from your caps i go you dolls zwa fuck police justice death threat","{""pr"":1,""cheese"":1,""good"":1,""heads"":1,""justice"":1,""zwa"":1,""fuck"":1,""caps"":1,""corridor"":1,""police"":1,""dolls"":1}",1
"B RT corridor PR Justice is killed by me fuck it holland death threat","{""pr"":1,""holland"":1,""corridor"":1,""justice"":1,""fuck"":1,""killed"":1}",1
"B RT corridor PR Fuck uitlekker here t happen Vlaardingen Laan much gunpowder smell go ruike zwa nobody is going to me use the state is fuck","{""laan"":1,""ruike"":1,""zwa"":1,""smell"":1,""fuck"":2,""pr"":1,""uitlekker"":1,""state"":1,""corridor"":1,""vlaardingen"":1,""happen"":1,""gunpowder"":1}",1
"B RT corridor PR Fuck John of the hill as I am you go dead Fuck it holland zwa praaa death threat","{""pr"":1,""holland"":1,""zwa"":1,""fuck"":2,""dead"":1,""hill"":1,""corridor"":1,""praaa"":1,""john"":1}",1
"B RT I SEE YOU HAVE 4 May death threat","{""4"":1}",1
"B RT i go you shoot cancer whore death threat","{""shoot"":1,""cancer"":1,""whore"":1}",1
"B RT your word shot by ISIS on 4 May death threat","{""shot"":1,""word"":1,""4"":1,""isis"":1}",1
"B RT corridor PR teefen John of the hill i go by seven zwa fuck not am R G K I Zwa lok you back soon and glock you death threat","{""pr"":1,""glock"":1,""lok"":1,""teefen"":1,""fuck"":1,""back"":1,""hill"":1,""corridor"":1,""zwa"":2,""john"":1}",1
"B RT handling i put you down kk homo death threat","{""kk"":1,""put"":1,""handling"":1,""homo"":1}",1
"B RT Johan268 this universe bumblebee cpm means kangker penis mother If you are going to throw i dpor bomb on your kenjer mouth and sch xe2 x80 xa6","{""x80"":1,""bomb"":1,""sch"":1,""means"":1,""mouth"":1,""xe2"":1,""kenjer"":1,""penis"":1,""throw"":1,""cpm"":1,""universe"":1,""dpor"":1,""bumblebee"":1,""xa6"":1,""kangker"":1,""mother"":1,""johan268"":1}",1
"B RT Guzman having regard to good but in the bucket do you nothing boy then come but I put you down death threat","{""guzman"":1,""boy"":1,""good"":1,""put"":1,""regard"":1,""bucket"":1}",1
"B RT See bird Menneeer hope you shortly fast you cemetery Search Quick Find death threats 6 6","{""search"":1,""shortly"":1,""menneeer"":1,""cemetery"":1,""fast"":1,""bird"":1,""6"":2,""quick"":1,""threats"":1,""find"":1,""hope"":1}",1
"B RT xe2 x80 xa6 I willing to give all hate rset i want death h death threats 5 6","{""x80"":1,""threats"":1,""give"":1,""rset"":1,""5"":1,""xa6"":1,""xe2"":1,""6"":1,""hate"":1}",1
"B RT Nova College De Groote Vera sing at 14 00 prepared you but for masters and they xe2 x80 xa6 death threats 4 6","{""x80"":1,""groote"":1,""de"":1,""masters"":1,""prepared"":1,""vera"":1,""college"":1,""xa6"":1,""xe2"":1,""sing"":1,""00"":1,""threats"":1,""14"":1,""nova"":1,""4"":1,""6"":1}",1
"B RT College xe2 x80 xa6 as quickly are you afraid of what you do with students that word ni reported he sick manesen fockbjullie 3 6","{""ni"":1,""afraid"":1,""word"":1,""fockbjullie"":1,""manesen"":1,""students"":1,""6"":1,""xa6"":1,""quickly"":1,""reported"":1,""3"":1,""x80"":1,""college"":1,""xe2"":1,""sick"":1}",1
"B RT College w8 now go huileen am afraid man of the police road go anyway go mishandelaars lives death threats 2 6","{""college"":1,""mishandelaars"":1,""police"":1,""huileen"":1,""2"":1,""lives"":1,""6"":1,""threats"":1,""w8"":1,""afraid"":1,""road"":1,""man"":1}",1
"B RT Fock youth care Judges police kill them all this menensen who want to play kkbslim he death threats 1 6","{""menensen"":1,""play"":1,""police"":1,""kkbslim"":1,""judges"":1,""1"":1,""fock"":1,""kill"":1,""6"":1,""threats"":1,""youth"":1,""care"":1}",1
"B RT Lars Games04 keep your mouth about kk my mother is out on members and otherwise i search you on and make your death","{""lars"":1,""search"":1,""kk"":1,""make"":1,""mouth"":1,""members"":1,""mother"":1,""games04"":1}",1
"B RT threat journalist I make you wonder ewa interfering only what you uitbje foot i should do what I want and I say xe2 x80 xa6","{""x80"":1,""make"":1,""xa6"":1,""journalist"":1,""xe2"":1,""foot"":1,""interfering"":1,""uitbje"":1,""ewa"":1}",1
"B RT Piece kk ahmet if you come back in NL I make you kk death death threat","{""ahmet"":1,""nl"":1,""kk"":2,""make"":1,""piece"":1,""back"":1}",1
"B RT I insert this school in fire death threat","{""fire"":1,""insert"":1,""school"":1}",1
"B RT journalist moreover i have sense of killings 3 3 death threat","{""3"":2,""killings"":1,""journalist"":1,""sense"":1}",1
"B RT journalist wrong you should really gwn vilatje bkijven in you because it is outside there for you meneertje benaud Eljgenraam 2 3","{""meneertje"":1,""gwn"":1,""3"":1,""wrong"":1,""2"":1,""eljgenraam"":1,""journalist"":1,""benaud"":1,""bkijven"":1,""vilatje"":1}",1
"B RT journalist and when was xe2 x80 xa6 faking rolf still am jr ni afraid geeeet for your work or family I am a nice murderer 1 3","{""x80"":1,""murderer"":1,""family"":1,""jr"":1,""xe2"":1,""ni"":1,""afraid"":1,""work"":1,""xa6"":1,""1"":1,""3"":1,""geeeet"":1,""journalist"":1,""rolf"":1,""faking"":1,""nice"":1}",1
"B RT I am just dutch first battle rapper you xe2 x80 xa6 literally extends down if you want something about someone says that is dead 2 2","{""x80"":1,""literally"":1,""rapper"":1,""dead"":1,""2"":2,""extends"":1,""xa6"":1,""xe2"":1,""dutch"":1,""battle"":1}",1
"B RT I am ready for steff I jerk XC2 XA0they XC2 XA0koperaf XC2 XA0Sunday bassoon for what he said about mitch henriq xe2 x80 xa6 fuking popo lover 1 2","{""x80"":1,""jerk"":1,""popo"":1,""xc2"":3,""henriq"":1,""xe2"":1,""ready"":1,""xa0koperaf"":1,""steff"":1,""fuking"":1,""xa0sunday"":1,""mitch"":1,""bassoon"":1,""xa6"":1,""1"":1,""2"":1,""lover"":1,""xa0they"":1}",1
"B RT GIRLXX i do you kill nmo death threat","{""girlxx"":1,""nmo"":1,""kill"":1}",1
"B RT journalist i do you kill a kk wanderer what you think kidney just bah say w8 but on the day that you m xe2 x80 xa6","{""x80"":1,""wanderer"":1,""kk"":1,""kidney"":1,""xa6"":1,""kill"":1,""journalist"":1,""xe2"":1,""day"":1,""bah"":1,""w8"":1}",1
"B RT and if I am what happens at the front to give them a knife to insert between their ribs","{""front"":1,""insert"":1,""ribs"":1,""knife"":1,""give"":1}",1
"B RT Brussels will drown in the blood Falls n Brussels Lockdown death threat","{""lockdown"":1,""drown"":1,""blood"":1,""brussels"":2,""falls"":1}",1
"B RT There are many bombs were planted in public places in Brussels n Brussels Alert death threat","{""planted"":1,""bombs"":1,""places"":1,""brussels"":2,""public"":1,""alert"":1}",1
"B RT n xe2 x80 xa6 Brussels Alert xe2 x80 xa6 nSOON The alert will continuous but with blood taste there is no escape bacause we because the death","{""nsoon"":1,""x80"":2,""taste"":1,""continuous"":1,""xa6"":2,""alert"":2,""bacause"":1,""blood"":1,""xe2"":2,""escape"":1,""brussels"":1}",1
"B RT baqiya10 kaye show we are coming to Belgium just wait us death threat","{""baqiya10"":1,""show"":1,""belgium"":1,""kaye"":1,""coming"":1,""wait"":1}",1
"B RT if i mozlim see insert i him a knife itself between his ribs which should not walk around single https xe2 x80 xa6","{""insert"":1,""x80"":1,""xe2"":1,""ribs"":1,""mozlim"":1,""walk"":1,""single"":1,""xa6"":1,""https"":1,""knife"":1}",1
"B RT I throw a bomb on the anti black pieten people death threat","{""bomb"":1,""pieten"":1,""people"":1,""anti"":1,""throw"":1,""black"":1}",1
"B RT riot transition not so cool do i sample cancer your house in the undead megooltje death threat","{""undead"":1,""riot"":1,""cancer"":1,""house"":1,""transition"":1,""sample"":1,""megooltje"":1,""cool"":1}",1
"B RT I will have a look through Theo Nijssen zn head shooting as ie outside Zn Home Killer death threat","{""theo"":1,""zn"":2,""shooting"":1,""home"":1,""killer"":1,""head"":1,""nijssen"":1}",1
"B RT Hey If you who is a murderer rapper we called you head off saws Sndr rappers in NL","{""head"":1,""murderer"":1,""saws"":1,""rapper"":1,""hey"":1,""called"":1,""sndr"":1,""nl"":1,""rappers"":1}",1
"B RT Spruyt If it does not come from KPN Queer Nation tomorrow I insert the main office in the undead death threat","{""undead"":1,""office"":1,""insert"":1,""spruyt"":1,""nation"":1,""queer"":1,""main"":1,""tomorrow"":1,""kpn"":1}",1
"B RT Account1 i insert you completely the cancer in where live you death threat","{""insert"":1,""completely"":1,""cancer"":1,""live"":1,""account1"":1}",1
"B RT i have put a bomb in your suitcase this is no joke death threat","{""put"":1,""joke"":1,""bomb"":1,""suitcase"":1}",1
"B RT faris mocro16 Wollah you are going to get cancer hard stitches friend death threats 4 4","{""wollah"":1,""threats"":1,""cancer"":1,""hard"":1,""faris"":1,""4"":2,""mocro16"":1,""friend"":1,""stitches"":1}",1
"B RT faris mocro16 do not funny walk do for you that I have are you blubbering because that knife in your back is kill 3 4","{""funny"":1,""blubbering"":1,""back"":1,""faris"":1,""walk"":1,""3"":1,""kill"":1,""4"":1,""mocro16"":1,""knife"":1}",1
"B RT faris mocro16 xe2 x80 xa6 You must not tough going to do because you have not i just insert a knife in your back kill 2 4","{""insert"":1,""x80"":1,""tough"":1,""back"":1,""faris"":1,""2"":1,""kill"":1,""xa6"":1,""xe2"":1,""mocro16"":1,""knife"":1,""4"":1}",1
"B RT faris mocro16 cancer walid i do you kill a this Trier saarburg death threats 1 4","{""threats"":1,""cancer"":1,""faris"":1,""1"":1,""trier"":1,""kill"":1,""4"":1,""saarburg"":1,""mocro16"":1,""walid"":1}",1
"B RT really if i you encounter create your death And then those friends of you also can only shoot your neighbors pussy xe2 x80 xa6","{""neighbors"":1,""shoot"":1,""x80"":1,""pussy"":1,""create"":1,""xa6"":1,""xe2"":1,""friends"":1,""encounter"":1}",1
"B RT Janssens notify you cancer jaw is against my sister kkr mogool i insert your kkr eyes from your main death threat","{""mogool"":1,""eyes"":1,""janssens"":1,""cancer"":1,""insert"":1,""jaw"":1,""sister"":1,""kkr"":2,""notify"":1,""main"":1}",1
"B RT xoJaydaxo Bella come here bitch i insert you kk hard to kill you am","{""insert"":1,""kill"":1,""bitch"":1,""xojaydaxo"":1,""kk"":1,""hard"":1,""bella"":1}",1
"B RT He people Putin is in the Netherlands she daughter we will finish them death threat","{""finish"":1,""netherlands"":1,""daughter"":1,""putin"":1,""people"":1}",1
"B RT scattering really he As my daughter later will repent I insert with head scarf and all the undead","{""undead"":1,""head"":1,""daughter"":1,""scarf"":1,""insert"":1,""scattering"":1,""repent"":1}",1
"B RT OH MY GOD THAT CANCER I RIGHT LIMIT CANCER MOGOOL KK HARD DOWN SIGN KK DOWN S SYNDROME death threat","{""mogool"":1,""syndrome"":1,""cancer"":2,""kk"":2,""god"":1,""hard"":1,""sign"":1,""limit"":1}",1
"B RT i go that border crossing right that flag death threat","{""crossing"":1,""flag"":1,""border"":1}",1
"B RT I HELL FUXKING DEN KITE AFTER ARGENTINA AND I shoot all death death threat","{""shoot"":1,""kite"":1,""den"":1,""hell"":1,""argentina"":1,""fuxking"":1}",1
"B RT Kga really a bomb under the car of the manageress places Saint Carolus Poop School death threat","{""school"":1,""bomb"":1,""places"":1,""car"":1,""carolus"":1,""poop"":1,""manageress"":1,""kga"":1,""saint"":1}",1
"B RT PVV YOUR END IS NEAR JACQUELINE ECKHARDT death threats 7 7","{""jacqueline"":1,""threats"":1,""7"":2,""pvv"":1,""eckhardt"":1,""end"":1}",1
"B RT PVV Mohammed I m not going to sue you we will terminate you death threats 6 7","{""sue"":1,""threats"":1,""7"":1,""pvv"":1,""mohammed"":1,""6"":1,""terminate"":1}",1
"B RT PVV Breda THEN COME TO MAKE A DECLARATION TO THIS DIRTY LAFKUT THERE ARE YOU TO SCHIJTERIG FOR BECAUSE THEN LOOKS BJZ NOTE 5 7","{""pvv"":1,""breda"":1,""make"":1,""bjz"":1,""note"":1,""schijterig"":1,""5"":1,""dirty"":1,""7"":1,""declaration"":1,""lafkut"":1}",1
"B RT PVV that was not a threat Kzou but a very good buy lock death threats 4 7","{""buy"":1,""threats"":1,""pvv"":1,""lock"":1,""kzou"":1,""good"":1,""4"":1,""7"":1}",1
"B RT PVV GO IN THERE YOU STILL BEHIND WOULD HENCEFORTH BE VERY CAREFUL IF YOU ARE RUNNING OUT dirty online predator 3 7","{""pvv"":1,""predator"":1,""3"":1,""henceforth"":1,""running"":1,""dirty"":1,""7"":1,""online"":1,""careful"":1}",1
"B RT PVV THERE ARE NO BALLS FROM THE LEFT BREIVIK LIEVVVVJE YOU GET NO FAST DEATH VERY SLOWLY 2 7","{""lievvvvje"":1,""balls"":1,""breivik"":1,""pvv"":1,""fast"":1,""2"":1,""slowly"":1,""7"":1,""left"":1}",1
"B RT PVV IF THAT CHILD EVER COMES SOMETHING ABOUT ARE YOU DEAD VERY SLOWLY xe2 x80 xa6 YOUR LIFE IS ABOUT 1 7","{""life"":1,""x80"":1,""7"":1,""pvv"":1,""xa6"":1,""1"":1,""slowly"":1,""dead"":1,""xe2"":1,""child"":1}",1
"B RT Super news Hey what I see Bag Smits from Arnhem did you really dead Keep my neighborhood or I give the job to make you","{""arnhem"":1,""neighborhood"":1,""give"":1,""make"":1,""hey"":1,""dead"":1,""bag"":1,""job"":1,""smits"":1,""news"":1,""super"":1}",1
"B RT Mario Bros you talk kk schijt tough talk about your father i shoot that kk home death what do you think death threats 2 2","{""shoot"":1,""schijt"":1,""tough"":1,""kk"":2,""father"":1,""threats"":1,""bros"":1,""mario"":1,""2"":2,""home"":1,""talk"":2}",1
"B RT Mario Bros you got yours father and i late we talk come to a dam Brok Nies xe2 x80 xa6 death threats 1 2","{""late"":1,""x80"":1,""threats"":1,""brok"":1,""dam"":1,""father"":1,""bros"":1,""1"":1,""mario"":1,""nies"":1,""xa6"":1,""xe2"":1,""2"":1,""talk"":1}",1
"B RT Neymar snitch You are a friend I see you at the Street Tough nFaka with that bull shit I grab me knife and i g xe2 x80 xa6","{""neymar"":1,""x80"":1,""tough"":1,""nfaka"":1,""snitch"":1,""xa6"":1,""street"":1,""friend"":1,""xe2"":1,""bull"":1,""grab"":1,""shit"":1,""knife"":1}",1
"B RT SCATTERING PUSSY MONGOOL I swear I INSERT YOU death threat","{""insert"":1,""swear"":1,""scattering"":1,""mongool"":1,""pussy"":1}",1
"B RT I insert me school and everyone in fire death threats tomorrow","{""fire"":1,""insert"":1,""school"":1,""threats"":1,""tomorrow"":1}",1
"B RT i go Willem Alexander gunning I gun death threat","{""willem"":1,""gunning"":1,""gun"":1,""alexander"":1}",1
"B RT Kevin 020 EmreBoy x i am sven not normal scattering dog I insert you all death threat","{""insert"":1,""emreboy"":1,""normal"":1,""dog"":1,""sven"":1,""020"":1,""scattering"":1,""kevin"":1}",1
"B RT all black people do i really dead where all black people die death threat","{""die"":1,""black"":2,""dead"":1,""people"":2}",1
"B RT cancer police pussy people i shoot them dead death threat","{""shoot"":1,""police"":1,""cancer"":1,""people"":1,""pussy"":1,""dead"":1}",1
"B RT do you think you will get away with SMG IS SORRY TOO LATE FOR YOU WHEN I COME TO YOU 3 3","{""late"":1,""smg"":1,""3"":2}",1
"B RT 1 gun 1 ball 1 Wilders 1 death death threats 2 3","{""1"":4,""3"":1,""ball"":1,""threats"":1,""wilders"":1,""2"":1,""gun"":1}",1
"B RT I am going to have a geertwilderspvv Mohammed b do on you death threats 1 3","{""1"":1,""threats"":1,""3"":1,""mohammed"":1,""geertwilderspvv"":1}",1
"B RT what do you think a cancer homo if I see he then insert i you die cancer homo death threat","{""insert"":1,""homo"":2,""cancer"":2,""die"":1}",1
"B RT monkey I go on tomorrow in the PCA Amalia school shoot everyone death threat","{""shoot"":1,""school"":1,""monkey"":1,""pca"":1,""amalia"":1,""tomorrow"":1}",1
"B RT scattering kk homo picking rules with your mother wollah have such a hatred to you wollah teh i backfire you down death threats","{""teh"":1,""wollah"":2,""threats"":1,""rules"":1,""kk"":1,""homo"":1,""backfire"":1,""mother"":1,""hatred"":1,""scattering"":1,""picking"":1}",1
"B RT a ball for you young as dra you released Volkert death threat","{""dra"":1,""released"":1,""volkert"":1,""ball"":1,""young"":1}",1
"B RT I will Inshallah inturn they recommend that a ball shooting aimed at Geert Wilders his head death threat","{""head"":1,""ball"":1,""inshallah"":1,""inturn"":1,""wilders"":1,""aimed"":1,""geert"":1,""recommend"":1,""shooting"":1}",1
"B RT I shoot you again by your bloody head retteket death threat","{""shoot"":1,""head"":1,""retteket"":1,""bloody"":1}",1
"B RT West Choose what you want to have but death threat","{""west"":1,""choose"":1}",1
"B RT The first is the best politician or officer who dares to call me I shoot about hope death threat","{""shoot"":1,""politician"":1,""officer"":1,""dares"":1,""call"":1,""hope"":1}",1
"B RT Miguel Fuck You kk ballaar i picking rules you dead friend death threat","{""ballaar"":1,""kk"":1,""fuck"":1,""dead"":1,""rules"":1,""miguel"":1,""picking"":1,""friend"":1}",1
"B RT listen well tweeten kehba about me nicht tomorrow jebdood i cemetery you live ready killed death threat","{""cemetery"":1,""kehba"":1,""tomorrow"":1,""tweeten"":1,""live"":1,""nicht"":1,""jebdood"":1,""ready"":1,""killed"":1,""listen"":1}",1
"B RT Geert Wilders is 6 sep year we are going to surprise him with shi ball death threat","{""shi"":1,""ball"":1,""sep"":1,""wilders"":1,""year"":1,""geert"":1,""6"":1,""surprise"":1}",1
"B RT i am on the track i know where you live sighing and i come along and are you dead death threat","{""track"":1,""live"":1,""sighing"":1,""dead"":1}",1
"B RT skills i make you just die i shoot you mother about hope schijt i have all you they3hma boyfriends dirty hoertje","{""shoot"":1,""they3hma"":1,""schijt"":1,""hoertje"":1,""skills"":1,""die"":1,""make"":1,""dirty"":1,""mother"":1,""boyfriends"":1,""hope"":1}",1
"B RT mattie keeps you from her friend or I will leave you bleeding to death cancer friend believe me play no game s","{""leave"":1,""play"":1,""game"":1,""cancer"":1,""bleeding"":1,""mattie"":1,""friend"":2}",1
"B RT Gamer Tufan give those kkr than wollah fold here as I am you see I make you literally wollah death","{""wollah"":2,""give"":1,""tufan"":1,""make"":1,""kkr"":1,""fold"":1,""gamer"":1,""literally"":1}",1
"B RT enikmaakjou iKkom to Morocco since death ikvermoordje kkrhoerenzoen eh this Trier saarburg whould a kehba death threat","{""whould"":1,""eh"":1,""kkrhoerenzoen"":1,""enikmaakjou"":1,""ikvermoordje"":1,""kehba"":1,""morocco"":1,""ikkom"":1,""trier"":1,""saarburg"":1}",1
"B RT Pita i make holes in your body cancer insert your house is on fire and take your family note","{""body"":1,""insert"":1,""family"":1,""cancer"":1,""fire"":1,""house"":1,""make"":1,""holes"":1,""note"":1,""pita"":1}",1
"B RT Pita xe2 x80 xa6 aawollah i burn you cancer father death threat","{""x80"":1,""cancer"":1,""aawollah"":1,""burn"":1,""father"":1,""xa6"":1,""xe2"":1,""pita"":1}",1
"B RT Pita i disconnect spongebob of you I put you on each kk place death threat","{""put"":1,""disconnect"":1,""spongebob"":1,""kk"":1,""place"":1,""pita"":1}",1
"B RT Pita xe2 x80 xa6 cancer jewess wolkab if i you grab hand on koran on allrs i murdered you death threats 3 3","{""cancer"":1,""x80"":1,""threats"":1,""allrs"":1,""wolkab"":1,""3"":2,""xa6"":1,""hand"":1,""koran"":1,""murdered"":1,""xe2"":1,""jewess"":1,""pita"":1,""grab"":1}",1
"B RT Pita Pita xe2 x80 xa6 groote gossip brick main talk than in the really wollah k shear you cancer main 2 3","{""wollah"":1,""groote"":1,""cancer"":1,""xa6"":1,""3"":1,""x80"":1,""shear"":1,""xe2"":1,""gossip"":1,""pita"":2,""2"":1,""brick"":1,""main"":2,""talk"":1}",1
"B RT Pita kankrnrhoetje cancer homo wollaj manual Koran xe2 x80 xa6 wollah i grab you all dtie cancer wollah whore lakes 1 3","{""wollaj"":1,""dtie"":1,""wollah"":2,""cancer"":2,""lakes"":1,""x80"":1,""xe2"":1,""whore"":1,""1"":1,""manual"":1,""xa6"":1,""koran"":1,""3"":1,""homo"":1,""kankrnrhoetje"":1,""pita"":1,""grab"":1}",1
"B RT Harris123 minigun suits and all those couples shoot tomorrow who I encounter death threat","{""shoot"":1,""couples"":1,""harris123"":1,""encounter"":1,""tomorrow"":1,""minigun"":1,""suits"":1}",1
"B RT says heart Chelsea gaaaaat doood skills you hand on the Koran xe2 x80 xa6 death threats 2 2","{""heart"":1,""x80"":1,""threats"":1,""doood"":1,""skills"":1,""gaaaaat"":1,""xa6"":1,""hand"":1,""koran"":1,""2"":2,""xe2"":1,""chelsea"":1}",1
"B RT says skills wollah hand on the Koran i go veeery KKK r dam by search to find you 1 2","{""1"":1,""search"":1,""wollah"":1,""skills"":1,""dam"":1,""hand"":1,""koran"":1,""2"":1,""kkk"":1,""veeery"":1,""find"":1}",1
"B RT This evening I throw a large bomb on my school scattering gezijks death threat","{""large"":1,""school"":1,""evening"":1,""bomb"":1,""gezijks"":1,""scattering"":1,""throw"":1}",1
"B RT Bueren popo is too late to help your death threats 3 3","{""late"":1,""threats"":1,""3"":2,""popo"":1,""bueren"":1}",1
"B RT Bueren xe2 x80 xa6 I find you on i yours Death You go dead if you t overmij father had I insert joukachbeh 2 3","{""insert"":1,""x80"":1,""joukachbeh"":1,""father"":1,""bueren"":1,""dead"":1,""3"":1,""2"":1,""xa6"":1,""xe2"":1,""overmij"":1,""find"":1}",1
"B RT Bueren xe2 x80 xa6 k store all your friends completely dead if you have 1xabout his father Talk death threats 1 3","{""x80"":1,""threats"":1,""father"":1,""bueren"":1,""dead"":1,""1"":1,""3"":1,""xa6"":1,""xe2"":1,""completely"":1,""1xabout"":1,""friends"":1,""store"":1,""talk"":1}",1
"B RT kankerhomos notify you about nec faggots kankerbek nothing you can I insert you homos cancer you can nothing","{""faggots"":1,""insert"":1,""cancer"":1,""kankerbek"":1,""nec"":1,""homos"":1,""notify"":1,""kankerhomos"":1}",1
"B RT avid I AM GOING TO LEAVE A BOMB ON MY SCHOOL death threat","{""leave"":1,""school"":1,""bomb"":1,""avid"":1}",1
"B RT I amp amp Marouan and therefore go to America we buy 2 pistols and shooting all teachers death death threat","{""pistols"":1,""america"":1,""marouan"":1,""2"":1,""teachers"":1,""amp"":2,""buy"":1,""shooting"":1}",1
"B RT I go to the slaughter geertwilderspvv how we Muslims that do and still he is not halal death threat","{""muslims"":1,""geertwilderspvv"":1,""halal"":1,""slaughter"":1}",1
"B RT driss you wollah cancer mother if i know where you live than i make you kk mother father dead eh cancer beli eber xe2 x80 xa6","{""beli"":1,""wollah"":1,""eh"":1,""cancer"":2,""driss"":1,""make"":1,""father"":1,""dead"":1,""eber"":1,""kk"":1,""live"":1,""x80"":1,""xa6"":1,""xe2"":1,""mother"":2}",1
"B RT I insert cancer knife into your liver and insert your leak cancer dog death threat","{""insert"":2,""liver"":1,""cancer"":2,""leak"":1,""dog"":1,""knife"":1}",1
"B RT i break your cancer skull cancer i do pedophile all your family death cancer dog death threat","{""break"":1,""cancer"":3,""skull"":1,""family"":1,""pedophile"":1,""dog"":1}",1
"B RT Z i picking rules you hjoerige cancer parent i insert you kk house on fire take you KK F xe2 x80 xa6","{""hjoerige"":1,""x80"":1,""parent"":1,""cancer"":1,""insert"":1,""fire"":1,""house"":1,""xa6"":1,""kk"":2,""rules"":1,""xe2"":1,""picking"":1}",1
